#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,Season
170,Dejounte Murray,ATL,4,20,9.3,3.5,9,38.9,1.5,4.3,35.3,0.8,1,75,0.3,3.5,3.8,2.8,2,0,2,10,2023-24
170,Haywood Highsmith,MIA,4,24.3,9.3,3.5,6.3,56,2.3,3.8,60,0,0,0,0.5,1.3,1.8,1.5,1.5,0.5,0.3,11.5,2023-24
170,Jae Crowder,MIL,4,22.5,9.3,3.8,7.8,48.4,1.5,5,30,0.3,0.5,50,1.3,4,5.3,2,0.5,0,0.8,12,2023-24
170,Jett Howard,ORL,4,17.3,9.3,3.3,8.5,38.2,2.3,6,37.5,0.5,0.5,100,0.3,1.3,1.5,0.8,0.3,0.3,0.8,6,2023-24
170,Mark Williams,CHA,4,22.8,9.3,3.8,5.8,65.2,0,0,0,1.8,3.3,53.8,2.3,5.5,7.8,1.5,1,1,1,16,2023-24
170,Quentin Grimes,DET,4,21.8,9.3,3,7,42.9,2.5,6,41.7,0.8,1.3,60,0,2,2,2.3,1,0,1,9,2023-24
170,Stanley Umude,DET,4,17,9.3,2.5,5.5,45.5,1.8,4,43.8,2.5,2.5,100,0,3,3,1.8,0.3,0.5,0.8,11,2023-24
170,Trevelin Queen,ORL,4,13.5,9.3,3.5,6.5,53.8,0.8,3,25,1.5,1.5,100,0.5,0.8,1.3,1.8,1.3,0.3,1,9.8,2023-24
170,Ty Jerome,CLE,4,17.5,9.3,3.3,6,54.2,0.3,1.3,20,2.5,2.5,100,0.5,2.5,3,5,0.3,0.3,1,14,2023-24
181,Jalen Johnson,ATL,5,19.4,9.2,3.8,7.4,51.4,0.8,1.4,57.1,0.8,1.2,66.7,0.8,3.2,4,3.4,1.2,0.4,1,13.2,2023-24
181,Zeke Nnaji,DEN,5,19,9.2,2.2,5,44,0.2,1,20,4.6,5.6,82.1,1.4,3.4,4.8,1.6,0.8,1.2,0.6,13.2,2023-24
183,Alondes Williams,MIA,1,18,9,4,8,50,1,4,25,0,0,0,0,4,4,2,2,0,1,12,2023-24
183,Andrew Funk,CHI,1,18,9,3,5,60,3,5,60,0,0,0,1,2,3,0,1,0,0,11,2023-24
183,Caleb Houstan,ORL,2,18,9,3,5.5,54.5,2.5,5,50,0.5,1,50,1,2.5,3.5,1,1.5,0,0,12,2023-24
183,Colby Jones,SAC,5,15.4,9,3.6,7.6,47.4,1.8,4.4,40.9,0,0.4,0,0.4,1.2,1.6,1.8,1.2,0,0.6,8.6,2023-24
183,Davis Bertans,CHA,4,10.5,9,2.8,5.3,52.4,2.8,5.3,52.4,0.8,0.8,100,0,1,1,0.5,0.8,0,0,8.8,2023-24
183,Jaden McDaniels,MIN,1,19,9,2,8,25,1,3,33.3,4,4,100,1,4,5,1,0,1,1,9,2023-24
183,Jeremy Sochan,SAS,4,24.5,9,3.3,8,40.6,0.8,1.3,60,1.8,2.8,63.6,1.8,4.5,6.3,3.3,1.8,0,1.3,13.3,2023-24
183,Keldon Johnson,SAS,3,22.3,9,3,8,37.5,1,3,33.3,2,3,66.7,1.7,3.3,5,2.7,1,0.3,2,10,2023-24
183,Markelle Fultz,ORL,3,19.7,9,4,7,57.1,0.3,1,33.3,0.7,0.7,100,1,2.7,3.7,4.3,0.7,0,1.3,13.3,2023-24
183,Myles Turner,IND,3,18.3,9,2.7,6,44.4,1,3,33.3,2.7,3.3,80,0.7,4.7,5.3,0.7,0.7,2.3,0.7,13.3,2023-24
183,Nic Claxton,BKN,3,21.3,9,4,5.3,75,0,0,0,1,2.7,37.5,0.3,4,4.3,1.3,0.7,2,1.7,12.7,2023-24
183,Precious Achiuwa,NYK,1,17,9,3,8,37.5,0,3,0,3,4,75,0,6,6,3,2,2,1,15,2023-24
183,Tyus Jones,WAS,4,22.8,9,3.5,8.3,42.4,0.8,2.5,30,1.3,1.5,83.3,0.5,3.5,4,4.3,1.5,0.5,1.3,13,2023-24
183,Vince Williams Jr.,MEM,2,19,9,2.5,6.5,38.5,1,5,20,3,3.5,85.7,1,5,6,1.5,0.5,1.5,1.5,12.5,2023-24
183,Xavier Moon,LAC,4,20,9,4,10.5,38.1,1,3.5,28.6,0,0,0,1.3,2.3,3.5,3.3,0.3,0.5,1.3,8.8,2023-24
198,Klay Thompson,GSW,5,20.4,8.8,2.8,10,28,1.6,5.2,30.8,1.6,2,80,0.2,3.8,4,1.2,0,0.2,1.4,5.2,2023-24
198,Ousmane Dieng,OKC,5,22.8,8.8,3,7.4,40.5,1.4,4,35,1.4,1.6,87.5,0.6,4,4.6,3,0.2,0.2,1.8,10.4,2023-24
200,Dean Wade,CLE,4,19.5,8.8,3,5,60,2.3,4,56.3,0.5,0.5,100,0.5,4.3,4.8,1,0.5,0,1,12,2023-24
200,Dyson Daniels,NOP,4,23.3,8.8,3.5,7.3,48.3,1.3,3,41.7,0.5,1.8,28.6,1.5,3,4.5,2.3,1.5,0.5,1.5,11,2023-24
200,Isaac Okoro,CLE,4,22,8.8,3.3,6.3,52,1,2.5,40,1.3,1.3,100,0.5,3,3.5,3.3,0.5,0.3,1,12.3,2023-24
200,Jarace Walker,IND,4,19.3,8.8,3.3,9,36.1,1.3,4.3,29.4,1,1.5,66.7,0.5,4.5,5,2,0.8,0.8,1.5,9.5,2023-24
200,Josh Okogie,PHX,4,20,8.8,3.8,7,53.6,0.8,2,37.5,0.5,1,50,0.8,3.8,4.5,2.3,1.3,0.5,0.8,12.8,2023-24
200,Jusuf Nurkić,PHX,4,18,8.8,2.5,6.8,37,0.3,1.5,16.7,3.5,4.3,82.4,1.8,4.5,6.3,2.5,0.8,0.3,2,11.5,2023-24
206,Mike Muscala,OKC,3,18.3,8.7,3,6,50,1.7,4,41.7,1,1,100,1.3,2.7,4,1,1,0.7,0.3,12,2023-24
207,Cedi Osman,SAS,5,18.6,8.6,2.8,6,46.7,0.8,2.6,30.8,2.2,3,73.3,0.6,3,3.6,2.2,0.6,0.4,0.2,11.2,2023-24
207,Nate Williams,HOU,5,10.2,8.6,3.8,6,63.3,0.2,0.6,33.3,0.8,0.8,100,0.8,2,2.8,0.6,0.4,0.2,0.2,10.2,2023-24
209,Donte DiVincenzo,NYK,4,22.8,8.5,2.5,7.8,32.3,1.5,4.8,31.6,2,2,100,0,2.8,2.8,2,0.8,0,2.5,6.3,2023-24
209,Kevin Knox II,DET,2,10,8.5,3.5,6.5,53.8,1,2,50,0.5,1,50,0,2.5,2.5,0.5,0.5,0,1.5,7,2023-24
209,Max Christie,LAL,6,22.8,8.5,3.2,8,39.6,1.3,3.7,36.4,0.8,1,83.3,0,2.8,2.8,1.2,0.7,0.2,1.5,6.8,2023-24
209,R.J. Hampton,MIA,2,20,8.5,2.5,5,50,1,1.5,66.7,2.5,3,83.3,0,3,3,4,0.5,0,1.5,11.5,2023-24
209,Royce O'Neale,PHX,4,20.3,8.5,2.8,7.5,36.7,2.3,5.8,39.1,0.8,0.8,100,1,3.5,4.5,2.8,0.8,1.3,1,12,2023-24
209,T.J. McConnell,IND,4,16.8,8.5,3.5,6.8,51.9,0.3,1.5,16.7,1.3,1.8,71.4,0.8,1.8,2.5,6,0.5,0,1,12.8,2023-24
215,Duncan Robinson,MIA,5,21.8,8.4,2.8,7.8,35.9,1.2,5.4,22.2,1.6,2.2,72.7,0.4,2.6,3,2.6,0.4,0,1.6,7.2,2023-24
215,Harrison Barnes,SAC,5,22.2,8.4,3,6.8,44.1,1,3.6,27.8,1.4,1.8,77.8,0.8,1.2,2,1.6,1,0.2,0.2,8.8,2023-24
215,Ochai Agbaji,TOR,5,19.6,8.4,3,6.8,44.1,0.8,3.6,22.2,1.6,2.2,72.7,0.8,2.2,3,1,0.4,0.6,0.8,8.2,2023-24
215,Sam Hauser,BOS,5,21.6,8.4,2.4,7.8,30.8,2.2,7.2,30.6,1.4,1.4,100,1,2.8,3.8,1.6,1.4,0.2,0.4,9.6,2023-24
219,AJ Green,MIL,3,12.3,8.3,2.7,4.7,57.1,2.7,4,66.7,0.3,0.3,100,0.3,1.7,2,1,0.7,0,0.7,9.3,2023-24
219,Bobby Portis,MIL,3,16,8.3,3.7,7.3,50,0,0.3,0,1,1.7,60,1,5.7,6.7,2.3,0,0,0,13,2023-24
221,Brandon Miller,CHA,4,26,8.3,3.5,9.3,37.8,0.3,3.3,7.7,1,1,100,1.3,4.5,5.8,2.5,1.3,0.3,2.8,9.5,2023-24
221,JT Thor,CHA,4,22.5,8.3,2.8,7,39.3,1,4,25,1.8,2.3,77.8,1,4,5,0.5,0.3,1.3,1.5,9,2023-24
221,JaVale McGee,SAC,4,15.3,8.3,4,6.3,64,0,0,0,0.3,0.3,100,1.8,1.8,3.5,1.8,0.5,1,2.8,10,2023-24
221,Kira Lewis Jr.,UTA,4,19.5,8.3,3,7,42.9,1,3.8,26.7,1.3,1.5,83.3,0.5,1.3,1.8,2,1,0,1.3,7.5,2023-24
221,Tre Jones,SAS,4,19.8,8.3,3.3,7,46.4,0.5,1.8,28.6,1.3,1.8,71.4,0.5,1.5,2,5.5,1.8,0.3,1.3,12.3,2023-24
226,Chimezie Metu,DET,5,17.6,8.2,2.6,6.2,41.9,1.6,3.4,47.1,1.4,1.6,87.5,1.2,2.2,3.4,1,0.6,0.6,1.4,8.6,2023-24
226,Pat Connaughton,MIL,5,21.2,8.2,2.8,8.2,34.1,1.8,5.8,31,0.8,1,80,1.2,4.4,5.6,2.4,0.6,0.2,1,10.4,2023-24
228,Aaron Gordon,DEN,4,20.8,8,3,6.3,48,0,1.5,0,2,2.8,72.7,1.3,3.3,4.5,2.3,0.3,0.8,1.5,10.3,2023-24
228,Daniel Gafford,DAL,4,19.8,8,3,5,60,0,0,0,2,2.8,72.7,1.5,3.5,5,0.5,0.5,2.5,0.5,13.3,2023-24
228,Dennis Schröder,BKN,4,21.3,8,2.5,6.8,37,1,3.3,30.8,2,2.5,80,0.5,3,3.5,5.8,0.5,0,2,11,2023-24
228,Dorian Finney-Smith,BKN,4,20.8,8,2.8,5,55,2,4,50,0.5,0.5,100,0.8,1,1.8,1.3,0.3,0.3,1,8.3,2023-24
228,Furkan Korkmaz,PHI,1,20,8,3,6,50,1,2,50,1,2,50,0,2,2,2,0,0,1,7,2023-24
228,Isaiah Roby,NYK,2,13.5,8,3,5.5,54.5,1.5,3,50,0.5,1,50,1,1.5,2.5,1.5,0.5,0.5,0,10,2023-24
228,Jalen McDaniels,TOR,4,18.8,8,2.8,6,45.8,1,3.3,30.8,1.5,2.3,66.7,1.3,3,4.3,1.3,0.3,0.8,0.3,10.3,2023-24
228,Jeff Dowtin Jr.,PHI,1,8,8,3,3,100,0,0,0,2,2,100,0,2,2,1,1,0,1,11,2023-24
228,John Collins,UTA,4,19.5,8,3,5.3,57.1,0.8,2,37.5,1.3,1.3,100,1,2.8,3.8,0.5,0,0.3,1.8,8.5,2023-24
228,Kris Dunn,UTA,5,15.2,8,3.6,4.2,85.7,0.4,0.6,66.7,0.4,1,40,0.4,1.8,2.2,2.8,1.6,0.4,1.2,12.6,2023-24
228,Malcolm Cazalon,DET,2,13.5,8,3,5,60,1.5,3.5,42.9,0.5,0.5,100,0,1.5,1.5,2,0.5,0,1,9,2023-24
228,Micah Potter,UTA,1,15,8,2,4,50,2,4,50,2,2,100,0,3,3,0,0,0,1,8,2023-24
228,Rodney McGruder,GSW,1,20,8,3,9,33.3,1,6,16.7,1,1,100,2,3,5,0,0,0,0,7,2023-24
228,Shake Milton,NYK,4,19.8,8,3.5,5.8,60.9,1,2.3,44.4,0,0,0,0,2.3,2.3,3.5,0.3,0.3,1.5,10.5,2023-24
228,Troy Brown Jr.,DET,5,18,8,3,5.6,53.6,2,4,50,0,0,0,0.8,2.6,3.4,1,0.6,0,0.6,9.8,2023-24
228,Walker Kessler,UTA,5,20.8,8,3.6,6.6,54.5,0.2,0.8,25,0.6,1.8,33.3,1.8,4.6,6.4,1.4,0.4,2,0.4,13.6,2023-24
244,AJ Griffin,ATL,5,20.2,7.8,3,8.2,36.6,1.2,4.6,26.1,0.6,0.6,100,0.4,1.6,2,1,1.2,0,0.8,6,2023-24
244,Leonard Miller,MIN,5,13.6,7.8,3.4,6.2,54.8,0.8,1.8,44.4,0.2,0.4,50,1.8,3,4.8,0.6,0.8,0.8,1.8,10,2023-24
246,Andre Drummond,CHI,4,17.8,7.8,3.3,9,36.1,0,0,0,1.3,1.5,83.3,5,6.3,11.3,1.3,0.5,0.5,1.5,13.8,2023-24
246,Duop Reath,POR,4,16.8,7.8,2.5,5.3,47.6,0.8,2.3,33.3,2,2.8,72.7,1.8,2.5,4.3,1.3,0.5,0.5,1,9.8,2023-24
246,Jalen Smith,IND,4,18,7.8,3.5,5.8,60.9,0.5,1.3,40,0.3,1,25,2,4.3,6.3,0,0,1.5,1.5,11,2023-24
246,Lindy Waters III,OKC,4,12,7.8,3,6.3,48,1.3,4,31.3,0.5,1,50,0.8,2,2.8,0.8,0.5,0,0.3,7.8,2023-24
246,Nick Smith Jr.,CHA,4,14.3,7.8,3.3,6.5,50,0.5,1.5,33.3,0.8,1,75,1,2,3,1,0.3,0,1.8,6.8,2023-24
246,Skylar Mays,LAL,4,13.8,7.8,2.8,6,45.8,0.8,2,37.5,1.5,2,75,0,1.3,1.3,3.8,1.8,0,1.8,9,2023-24
246,Xavier Tillman,BOS,4,19.8,7.8,3.5,6.5,53.8,0.3,2.3,11.1,0.5,1.3,40,1.5,4.3,5.8,1.5,1.5,1,0,13.8,2023-24
253,Christian Wood,LAL,6,16.8,7.7,3,7.2,41.9,0.3,1.5,22.2,1.3,2.3,57.1,1,4.2,5.2,0.7,0.7,0.3,1.3,8,2023-24
253,Clint Capela,ATL,3,17,7.7,3,5,60,0,0,0,1.7,3.7,45.5,2,3.7,5.7,0.3,1,0.3,0,11,2023-24
253,Jalen Duren,DET,3,17.3,7.7,3,4.7,64.3,0,0.3,0,1.7,3.3,50,0.7,3,3.7,1,0.7,0.7,1.3,9,2023-24
253,Jalen Suggs,ORL,3,18.7,7.7,2.3,6,38.9,1.3,3.7,36.4,1.7,2,83.3,1,2.3,3.3,1.3,1.7,0.7,1.3,9.3,2023-24
253,Max Strus,CLE,3,22.3,7.7,2.3,6.7,35,1.7,5.3,31.3,1.3,1.3,100,0.7,2.7,3.3,2.7,1.3,0,2.7,8,2023-24
253,Paolo Banchero,ORL,3,20,7.7,2.7,8,33.3,0,1.3,0,2.3,3.7,63.6,0.7,3.3,4,3,1.7,0.7,1.3,9,2023-24
259,Josh Minott,MIN,5,16.2,7.6,3,5.8,51.7,0,0.8,0,1.6,2,80,1,2,3,2.8,0,0.8,1,10,2023-24
259,Orlando Robinson,MIA,5,14.2,7.6,3.2,6.4,50,0.2,0.8,25,1,1.8,55.6,1.6,2.8,4.4,1.2,0.6,0.6,2,8.4,2023-24
261,Chris Boucher,TOR,4,14.8,7.5,2.3,4.8,47.4,0.3,1.8,14.3,2.8,4,68.8,1.3,3.5,4.8,0,0.8,1,1.5,8.8,2023-24
261,Chris Paul,GSW,4,20.3,7.5,2.5,5.3,47.6,1.5,2.3,66.7,1,1,100,0.5,3.5,4,5.8,0.5,0,3,12,2023-24
261,Deandre Ayton,POR,2,19.5,7.5,3.5,8,43.8,0,0,0,0.5,1,50,1,5,6,2.5,1,1,1,12,2023-24
261,James Wiseman,DET,4,15,7.5,2.8,3.8,73.3,0.3,0.3,100,1.8,2.3,77.8,1.5,3.8,5.3,0.8,0.5,0.8,1.8,11.5,2023-24
261,Justin Champagnie,WAS,4,22,7.5,3.3,7.3,44.8,0.3,2,12.5,0.8,1.3,60,1.3,4.3,5.5,1.5,0.8,0.8,1.5,10,2023-24
261,Lamar Stevens,MEM,4,15,7.5,3,5.8,52.2,0.3,1.8,14.3,1.3,1.3,100,1.5,3,4.5,0.3,0.5,0.3,1,9.3,2023-24
261,Malachi Flynn,DET,4,19.3,7.5,2.5,6.8,37,1.5,3.8,40,1,1,100,0.8,4.3,5,3.8,0.5,0.3,1.5,11.3,2023-24
261,Malcolm Brogdon,POR,2,15,7.5,2.5,4.5,55.6,1,2,50,1.5,2,75,1,2.5,3.5,1.5,0.5,0,3,7.5,2023-24
261,Rudy Gobert,MIN,4,21,7.5,2.8,4.3,64.7,0,0.3,0,2,2.8,72.7,1.3,5.8,7,0.8,0.3,1,0.8,13.5,2023-24
270,Davion Mitchell,SAC,5,20,7.4,2.6,7.4,35.1,2,5.2,38.5,0.2,0.4,50,0.2,0.8,1,3.4,0.6,0.4,1.8,6,2023-24
271,Al Horford,BOS,3,20.3,7.3,2.3,4.7,50,1.3,2.7,50,1.3,1.3,100,0.7,3,3.7,2,0.3,1,0.3,11.7,2023-24
271,Jock Landale,HOU,3,16.7,7.3,3,5.3,56.3,0.7,1.3,50,0.7,0.7,100,1.3,1.7,3,1,1,0.3,1.3,9,2023-24
273,Bogdan Bogdanović,ATL,4,20.8,7.3,3,6.8,44.4,1.3,4,31.3,0,0,0,0.5,3.5,4,3,1.8,0,2,10.3,2023-24
273,Cason Wallace,OKC,4,19.8,7.3,2.8,5.5,50,0.8,1.8,42.9,1,1.5,66.7,1.5,1.3,2.8,2,1.5,0,1.3,9,2023-24
273,Georges Niang,CLE,4,19.8,7.3,2.5,6,41.7,2.3,4.8,47.4,0,0,0,0,2.8,2.8,1.3,0.8,0.8,1.3,8,2023-24
273,Gradey Dick,TOR,4,16.5,7.3,2.5,6.3,40,1.8,3.8,46.7,0.5,0.5,100,0.8,1.5,2.3,1,1,0,1.3,6.5,2023-24
273,Tre Mann,CHA,4,16,7.3,2.8,7.3,37.9,0.8,3.3,23.1,1,1,100,0.3,3,3.3,2,0.3,0.3,1.5,7,2023-24
278,Kobe Bufkin,ATL,5,19,7.2,3,9.4,31.9,0.8,4.4,18.2,0.4,0.8,50,0.2,2.6,2.8,1.8,0.2,0.2,1.2,4.2,2023-24
279,Alex Caruso,CHI,3,13.3,7,2.7,5,53.3,1.7,3,55.6,0,0,0,0.3,1.3,1.7,2,1.7,0,0.3,9.7,2023-24
279,Bruce Brown,TOR,4,20.3,7,2.8,7.3,37.9,1.3,4.5,27.8,0.3,0.5,50,0.5,2,2.5,3,1,1,0.5,9.3,2023-24
279,Johnny Juzang,UTA,1,15,7,3,4,75,1,1,100,0,0,0,0,3,3,4,2,1,1,15,2023-24
279,Kobe Brown,LAC,4,19.3,7,2.3,5.5,40.9,1,3.5,28.6,1.5,1.5,100,0.8,2.3,3,1,1,1,1.3,8.5,2023-24
279,Nickeil Alexander-Walker,MIN,4,19.5,7,2.3,6.5,34.6,2,5.8,34.8,0.5,0.5,100,0.3,2,2.3,1.8,0.8,0.8,0.5,7.8,2023-24
279,Nikola Jović,MIA,3,19,7,2.3,6,38.9,0.7,3.7,18.2,1.7,2,83.3,0.3,2.7,3,1.3,0,0.7,2,6,2023-24
279,Norman Powell,LAC,3,19.7,7,2,9,22.2,0.3,2.7,12.5,2.7,3.3,80,0,1,1,1,0.3,0,1.7,0,2023-24
279,Peyton Watson,DEN,5,23,7,2.8,7.8,35.9,0.6,2.2,27.3,0.8,1.2,66.7,1,1.8,2.8,1.4,1,0.6,1.8,5.6,2023-24
279,Ryan Rollins,MIL,4,14.8,7,3,7,42.9,0.3,1.8,14.3,0.8,1,75,0.3,2.3,2.5,1.8,0.3,0.5,0.3,7.5,2023-24
279,Trey Lyles,SAC,3,17.3,7,2.3,5.7,41.2,1.7,4,41.7,0.7,0.7,100,0.3,1.7,2,0.7,1,0.3,0,7.7,2023-24
289,Dalano Banton,POR,5,17.6,6.8,2.6,7.2,36.1,0.4,2.2,18.2,1.2,1.4,85.7,0.8,1.6,2.4,1.2,0.6,0.2,1,5.4,2023-24
289,Sasha Vezenkov,SAC,5,16.6,6.8,2.6,6.8,38.2,1.2,4.4,27.3,0.4,0.4,100,1,3.2,4.2,0.6,0.2,0.2,0.6,7.2,2023-24
289,Thanasis Antetokounmpo,MIL,5,14.8,6.8,2.6,4.8,54.2,0.2,0.4,50,1.4,2,70,0.6,2.2,2.8,0.4,0.4,1,0.6,8,2023-24
292,Brandin Podziemski,GSW,4,24,6.8,2.8,7,39.3,0.5,2.5,20,0.8,1.5,50,1.5,4.3,5.8,5.5,0.8,0.5,1,13.3,2023-24
292,Danté Exum,DAL,4,19,6.8,2,4.8,42.1,0.8,1.3,60,2,2,100,0.3,2.8,3,5.5,0.3,0.8,1.3,12.3,2023-24
292,Goga Bitadze,ORL,4,13.5,6.8,2.3,4.3,52.9,0.5,1.5,33.3,1.8,2.5,70,1.5,2.3,3.8,1.5,0.3,1.3,1,9.8,2023-24
292,Herbert Jones,NOP,4,18,6.8,2.5,5,50,1.3,2.5,50,0.5,0.8,66.7,1.3,2,3.3,0.8,1,0.8,1.3,8.5,2023-24
292,Javon Freeman-Liberty,TOR,4,10,6.8,3,5.5,54.5,0.3,1.3,20,0.5,0.8,66.7,1.8,1.3,3,1.3,0.5,0.3,0.8,8.3,2023-24
292,Patrick Beverley,MIL,4,14.8,6.8,2.5,4,62.5,1.5,2.3,66.7,0.3,0.3,100,0.3,1.8,2,1.5,0,0,1.5,7.3,2023-24
292,Toumani Camara,POR,4,14.3,6.8,2.3,4,56.3,1.3,2.3,55.6,1,1.5,66.7,0.5,2.3,2.8,2,0.8,0.8,0.8,10,2023-24
299,Alec Burks,NYK,3,16.7,6.7,2.3,5,46.7,1.3,3,44.4,0.7,0.7,100,0,2.7,2.7,1.3,0.7,0,1,7.7,2023-24
299,Derrick Rose,MEM,3,18.3,6.7,2.7,6,44.4,0.3,1.7,20,1,1.7,60,0,1.7,1.7,4.7,0,0,1.3,7.7,2023-24
299,Joe Harris,DET,3,14.3,6.7,2.3,4,58.3,2,3,66.7,0,0,0,0,1,1,1,0.7,0.3,0.3,7.7,2023-24
299,Jordan Goodwin,MEM,3,16.3,6.7,3,5.7,52.9,0.7,2.3,28.6,0,0,0,1,3.7,4.7,2,2.7,0.7,1.3,12.7,2023-24
303,Garrison Mathews,ATL,5,11.4,6.6,1.6,4,40,1.6,3,53.3,1.8,2.4,75,1,0.8,1.8,0.6,0.2,0,0.8,5.4,2023-24
303,Kevin Huerter,SAC,5,20.4,6.6,2.4,7.4,32.4,1,4.4,22.7,0.8,1.2,66.7,0.4,1.8,2.2,1.4,0.2,0,1.4,3.6,2023-24
305,Aaron Wiggins,OKC,4,16.8,6.5,2.5,6,41.7,0.5,1.8,28.6,1,1.5,66.7,1.3,2.3,3.5,0.5,0.3,0,0,6.8,2023-24
305,Ben Simmons,BKN,4,22.3,6.5,2.8,5.8,47.8,0,0,0,1,1.8,57.1,0.3,5,5.3,7,1.3,0.3,3.8,12.8,2023-24
305,Bilal Coulibaly,WAS,4,23.5,6.5,2.3,5.5,40.9,0.8,2.5,30,1.3,1.5,83.3,0.8,3.3,4,1.3,2.8,0.8,0.3,11.5,2023-24
305,Drew Eubanks,PHX,4,18,6.5,1.8,3,58.3,0,0,0,3,4.8,63.2,1.5,5,6.5,2.8,1,1,1.3,13.5,2023-24
305,Dru Smith,MIA,4,23.5,6.5,2.5,8.3,30.3,0.3,2,12.5,1.3,1.3,100,0.8,1.5,2.3,5.3,1.8,0.3,3,7.3,2023-24
305,GG Jackson,MEM,4,14,6.5,2.5,7.8,32.3,1,4,25,0.5,0.8,66.7,0,1.3,1.3,0.3,0,0.5,0.8,2.3,2023-24
305,Ivica Zubac,LAC,4,16.5,6.5,3,5.3,57.1,0,0,0,0.5,1.3,40,1.5,4,5.5,0.5,0,1.3,0.5,10.3,2023-24
305,KJ Martin,PHI,4,17.3,6.5,2.8,6,45.8,0.3,1,25,0.8,1.5,50,1.8,2.8,4.5,1.3,0.3,0,1.8,6.8,2023-24
305,Terance Mann,LAC,4,20.5,6.5,2.8,5.5,50,0.3,1.5,16.7,0.8,1,75,0.8,2.8,3.5,1,0.8,0,1,7.8,2023-24
314,Jevon Carter,CHI,5,19,6.4,2.2,5.6,39.3,1.4,3,46.7,0.6,0.6,100,0,1.2,1.2,2.2,0.8,0.2,0.6,6.8,2023-24
315,Brandon Williams,DAL,3,11.7,6.3,2,4,50,1.3,2.7,50,1,1.7,60,0,1.3,1.3,0.7,1.3,0,1,6,2023-24
315,Chris Duarte,SAC,3,14,6.3,2.7,6,44.4,1,3,33.3,0,0,0,0,1,1,0.7,0.3,0,1.7,3.3,2023-24
315,Derrick Jones Jr.,DAL,3,14.3,6.3,2.7,4.3,61.5,0.7,1.3,50,0.3,0.7,50,0.7,1.7,2.3,0.3,0.3,0.3,0,7.7,2023-24
315,Moussa Diabate,LAC,3,15.7,6.3,2,5.7,35.3,0,0,0,2.3,2.7,87.5,3.7,2,5.7,0,1,1.3,0.7,9.7,2023-24
315,Seth Curry,CHA,3,14.3,6.3,2,6,33.3,0.3,1.3,25,2,2.7,75,0.3,1,1.3,0.7,0.3,0.3,0,4.3,2023-24
320,Dwight Powell,DAL,4,13.3,6.3,2.5,3.5,71.4,0,0.3,0,1.3,1.8,71.4,1.3,1.8,3,0.8,1,0.3,0.8,9,2023-24
320,Grant Williams,CHA,4,21.8,6.3,2.3,6.5,34.6,1.8,5.5,31.8,0,0,0,0.3,4.8,5,2.5,0.5,1,1.5,9.5,2023-24
320,TyTy Washington Jr.,MIL,4,13.8,6.3,2.3,5,45,0.8,2.3,33.3,1,1,100,0.8,1.5,2.3,3.3,1,0,0.8,9.3,2023-24
323,Andre Jackson Jr.,MIL,5,14.6,6.2,2.6,5.6,46.4,0.4,2,20,0.6,0.8,75,1.4,2.8,4.2,1.8,1.2,0.4,1,9.6,2023-24
323,Braxton Key,DEN,5,15.2,6.2,2.2,4.4,50,0,1,0,1.8,2.2,81.8,1,2.6,3.6,1.8,0.6,0.6,2.2,8,2023-24
323,Trayce Jackson-Davis,GSW,5,18.6,6.2,2.8,4.6,60.9,0,0,0,0.6,1,60,1.2,3.2,4.4,0.8,0.6,1.2,0.4,10.6,2023-24
326,Armoni Brooks,BKN,4,9.8,6,2,5,40,2,4.5,44.4,0,0,0,0,2,2,1,0.3,0,0.3,6,2023-24
326,Brice Sensabaugh,UTA,1,17,6,3,8,37.5,0,2,0,0,0,0,0,1,1,1,1,0,0,4,2023-24
326,Craig Porter Jr.,CLE,4,9.8,6,2,2.8,72.7,0.3,0.3,100,1.8,2,87.5,0.8,0.8,1.5,2.3,0,0.3,0.8,8.3,2023-24
326,Daishen Nix,MIN,4,10.5,6,2,3.5,57.1,1.5,2,75,0.5,0.5,100,0.8,0.8,1.5,3.3,0,0,1.5,7.8,2023-24
326,Dereck Lively II,DAL,4,20.5,6,2.8,4,68.8,0,0,0,0.5,0.8,66.7,1.5,3.5,5,1,0.5,1.8,0.8,12,2023-24
326,Dereon Seabron,NOP,4,14,6,2.5,4.5,55.6,0,0.8,0,1,2.5,40,0.3,2.3,2.5,1.8,0.5,0,0.8,6.5,2023-24
326,Dillon Brooks,HOU,4,20.3,6,1.8,5.8,30.4,1,4.3,23.5,1.5,1.8,85.7,0.3,1.5,1.8,1.3,1,0,2.5,3.3,2023-24
326,Gary Harris,ORL,2,16.5,6,1.5,5.5,27.3,1,4.5,22.2,2,2.5,80,1,1,2,2,1,1,0.5,7,2023-24
326,Jakob Poeltl,TOR,2,18.5,6,2.5,4.5,55.6,0,0,0,1,1,100,1.5,5.5,7,2,1,1,2,13,2023-24
326,Jarred Vanderbilt,LAL,1,9,6,2,4,50,2,3,66.7,0,2,0,3,4,7,1,1,0,2,9,2023-24
326,Jeremy Lamb,SAC,1,7,6,1,2,50,1,2,50,3,4,75,0,0,0,1,0,0,0,5,2023-24
